latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
37.39019,-122.07135,28.0,-25200,America/Los_Angeles,PDT

time,temperature_2m (°F),relativehumidity_2m (%),precipitation_probability (%),precipitation (inch),rain (inch),showers (inch),snowfall (inch),snow_depth (ft),cloudcover (%),visibility (ft),windspeed_10m (mp/h),windspeed_80m (mp/h),winddirection_10m (°),winddirection_80m (°),temperature_80m (°F)
1682301600,57.9,67,0,0.000,0.000,0.000,0.000,0.000,0,79199.477,6.6,8.8,252,276,51.2
1682305200,54.1,76,0,0.000,0.000,0.000,0.000,0.000,0,79199.477,6.1,6.6,234,258,50.5
1682308800,51.9,81,0,0.000,0.000,0.000,0.000,0.000,0,79199.477,5.5,5.1,227,236,50.1
1682312400,51.2,81,0,0.000,0.000,0.000,0.000,0.000,0,79199.477,5.4,5.0,218,212,49.9
1682316000,50.5,83,0,0.000,0.000,0.000,0.000,0.000,0,79199.477,5.2,5.1,227,214,49.7
1682319600,49.8,84,0,0.000,0.000,0.000,0.000,0.000,5,79199.477,5.3,4.5,234,233,49.6
1682323200,49.0,85,0,0.000,0.000,0.000,0.000,0.000,11,79199.477,5.0,4.7,216,197,49.2
1682326800,48.5,86,0,0.000,0.000,0.000,0.000,0.000,0,79199.477,4.6,4.5,227,198,49.0
1682330400,48.0,86,0,0.000,0.000,0.000,0.000,0.000,10,79199.477,4.3,4.3,231,186,48.8
1682334000,47.4,87,0,0.000,0.000,0.000,0.000,0.000,0,79199.477,3.5,5.6,215,173,48.7
1682337600,46.9,88,0,0.000,0.000,0.000,0.000,0.000,81,79199.477,3.8,4.5,234,189,48.7
1682341200,46.3,89,0,0.000,0.000,0.000,0.000,0.000,5,79199.477,4.5,6.1,217,184,48.7
1682344800,47.1,87,0,0.000,0.000,0.000,0.000,0.000,7,79199.477,3.4,3.2,233,188,48.7
1682348400,50.3,78,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,3.8,4.7,216,183,49.0
1682352000,55.3,63,0,0.000,0.000,0.000,0.000,0.000,55,79199.477,3.2,3.9,225,193,49.9
1682355600,60.0,52,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,2.9,2.7,266,222,51.4
1682359200,65.2,41,0,0.000,0.000,0.000,0.000,0.000,61,79199.477,5.0,4.1,288,261,52.8
1682362800,68.8,34,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,6.4,4.9,309,300,53.5
1682366400,71.4,30,0,0.000,0.000,0.000,0.000,0.000,36,79199.477,8.4,7.8,299,301,54.1
1682370000,70.6,34,0,0.000,0.000,0.000,0.000,0.000,32,79199.477,9.2,11.2,288,299,54.4
1682373600,69.0,36,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,8.6,12.2,287,302,54.2
1682377200,67.9,36,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,7.8,11.7,283,299,53.9
1682380800,66.1,38,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,7.2,10.0,277,297,53.0
1682384400,63.1,45,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,7.4,10.4,273,295,52.1
1682388000,58.9,55,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,6.0,8.7,257,288,51.2
1682391600,55.2,64,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,5.8,6.7,242,276,50.1
1682395200,52.8,70,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,5.6,6.7,241,274,49.7
1682398800,51.7,72,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,5.6,5.4,241,261,49.4
1682402400,50.5,76,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,4.8,4.1,236,261,49.2
1682406000,49.9,78,0,0.000,0.000,0.000,0.000,0.000,70,79199.477,4.4,2.6,229,239,49.0
1682409600,49.4,80,0,0.000,0.000,0.000,0.000,0.000,18,79199.477,4.1,2.9,221,203,48.8
1682413200,48.9,81,0,0.000,0.000,0.000,0.000,0.000,76,79199.477,3.9,2.4,239,221,48.7
1682416800,48.3,82,0,0.000,0.000,0.000,0.000,0.000,34,79199.477,3.2,2.9,219,171,48.5
1682420400,48.0,82,0,0.000,0.000,0.000,0.000,0.000,80,79199.477,3.4,3.0,233,193,48.5
1682424000,47.6,83,0,0.000,0.000,0.000,0.000,0.000,36,79199.477,3.3,2.9,228,176,48.5
1682427600,47.2,83,0,0.000,0.000,0.000,0.000,0.000,25,79199.477,2.8,2.5,225,170,48.3
1682431200,48.1,79,0,0.000,0.000,0.000,0.000,0.000,18,79199.477,2.9,2.5,231,185,48.1
1682434800,52.3,68,0,0.000,0.000,0.000,0.000,0.000,18,79199.477,1.9,1.8,249,180,48.8
1682438400,57.1,58,0,0.000,0.000,0.000,0.000,0.000,40,79199.477,2.3,1.6,281,236,51.2
1682442000,61.8,49,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,2.9,1.6,328,278,54.2
1682445600,66.7,41,0,0.000,0.000,0.000,0.000,0.000,68,79199.477,2.7,0.9,355,256,57.5
1682449200,69.6,37,0,0.000,0.000,0.000,0.000,0.000,79,79199.477,4.4,2.2,345,294,59.3
1682452800,72.0,34,0,0.000,0.000,0.000,0.000,0.000,89,79199.477,6.5,4.5,338,303,62.3
1682456400,73.9,33,0,0.000,0.000,0.000,0.000,0.000,98,79199.477,8.6,7.2,332,309,64.7
